scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.05_0.tsv	result/homeo_answer.tsv	344850	0	269	PDBTrRosetta	16	4	0	344581	0	269	NaN	0.0000	0.9992	NaN
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.05_2.tsv	result/homeo_answer.tsv	344850	2274	269	PDBTrRosetta	16	4	37	342344	2237	232	0.0163	0.1375	0.9928	0.0291
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.1_0.tsv	result/homeo_answer.tsv	344850	281	269	PDBTrRosetta	16	4	16	344316	265	253	0.0569	0.0595	0.9985	0.0582
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.1_1.tsv	result/homeo_answer.tsv	344850	7816	269	PDBTrRosetta	16	4	43	336808	7773	226	0.0055	0.1599	0.9768	0.0106
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.2_1.tsv	result/homeo_answer.tsv	344850	5519	269	PDBTrRosetta	16	4	43	339105	5476	226	0.0078	0.1599	0.9835	0.0149
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.4_1.tsv	result/homeo_answer.tsv	344850	12387	269	PDBTrRosetta	16	4	35	332229	12352	234	0.0028	0.1301	0.9635	0.0055
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.05_1.tsv	result/homeo_answer.tsv	344850	903	269	PDBTrRosetta	16	4	39	343717	864	230	0.0432	0.1450	0.9968	0.0666
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.1_2.tsv	result/homeo_answer.tsv	344850	1632	269	PDBTrRosetta	16	4	40	342989	1592	229	0.0245	0.1487	0.9947	0.0421
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.2_2.tsv	result/homeo_answer.tsv	344850	1633	269	PDBTrRosetta	16	4	43	342991	1590	226	0.0263	0.1599	0.9947	0.0452
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.2_0.tsv	result/homeo_answer.tsv	344850	688	269	PDBTrRosetta	16	4	31	343924	657	238	0.0451	0.1152	0.9974	0.0648
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1_0.05_14.tsv	result/homeo_answer.tsv	344850	0	269	PDBTrRosetta	16	4	0	344581	0	269	NaN	0.0000	0.9992	NaN
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.4_2.tsv	result/homeo_answer.tsv	344850	13518	269	PDBTrRosetta	16	4	36	331099	13482	233	0.0027	0.1338	0.9602	0.0052
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1_0.05_17.tsv	result/homeo_answer.tsv	344850	414	269	PDBTrRosetta	16	4	4	344171	410	265	0.0097	0.0149	0.9980	0.0117
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1_0.05_13.tsv	result/homeo_answer.tsv	344850	0	269	PDBTrRosetta	16	4	0	344581	0	269	NaN	0.0000	0.9992	NaN
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1_0.05_2.tsv	result/homeo_answer.tsv	344850	47	269	PDBTrRosetta	16	4	2	344536	45	267	0.0426	0.0074	0.9991	0.0127
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1_0.05_1.tsv	result/homeo_answer.tsv	344850	0	269	PDBTrRosetta	16	4	0	344581	0	269	NaN	0.0000	0.9992	NaN
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1_0.05_18.tsv	result/homeo_answer.tsv	344850	971	269	PDBTrRosetta	16	4	1	343611	970	268	0.0010	0.0037	0.9964	0.0016
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1_0.05_16.tsv	result/homeo_answer.tsv	344850	1145	269	PDBTrRosetta	16	4	2	343438	1143	267	0.0017	0.0074	0.9959	0.0028
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1_0.05_21.tsv	result/homeo_answer.tsv	344850	10	269	PDBTrRosetta	16	4	1	344572	9	268	0.1000	0.0037	0.9992	0.0072
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.4_0.tsv	result/homeo_answer.tsv	344850	10773	269	PDBTrRosetta	16	4	15	333823	10758	254	0.0014	0.0558	0.9681	0.0027
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1_0.05_23.tsv	result/homeo_answer.tsv	344850	28	269	PDBTrRosetta	16	4	1	344554	27	268	0.0357	0.0037	0.9991	0.0067
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1_0.05_0.tsv	result/homeo_answer.tsv	344850	0	269	PDBTrRosetta	16	4	0	344581	0	269	NaN	0.0000	0.9992	NaN
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1ui5a1_0.05_24.tsv	result/homeo_answer.tsv	344850	0	269	PDBTrRosetta	16	4	0	344581	0	269	NaN	0.0000	0.9992	NaN
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1t56a1_0.6_2.tsv	result/homeo_answer.tsv	344850	13990	269	PDBTrRosetta	16	4	4	330595	13986	265	0.0003	0.0149	0.9587	0.0006
