scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_10_0.tsv	result/homeo_answer.tsv	344850	4969	269	PDBTrRosetta	16	4	44	339656	4925	225	0.0089	0.1636	0.9851	0.0168
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_10_1.tsv	result/homeo_answer.tsv	344850	439	269	PDBTrRosetta	16	4	39	344181	400	230	0.0888	0.1450	0.9982	0.1102
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_10_2.tsv	result/homeo_answer.tsv	344850	211	269	PDBTrRosetta	16	4	33	344403	178	236	0.1564	0.1227	0.9988	0.1375
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_3_0.tsv	result/homeo_answer.tsv	344850	339	269	PDBTrRosetta	16	4	2	344244	337	267	0.0059	0.0074	0.9982	0.0066
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_3_1.tsv	result/homeo_answer.tsv	344850	235	269	PDBTrRosetta	16	4	1	344347	234	268	0.0043	0.0037	0.9985	0.0040
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_3_2.tsv	result/homeo_answer.tsv	344850	0	269	PDBTrRosetta	16	4	0	344581	0	269	NaN	0.0000	0.9992	NaN
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_4_0.tsv	result/homeo_answer.tsv	344850	554	269	PDBTrRosetta	16	4	28	344055	526	241	0.0505	0.1041	0.9978	0.0680
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_4_1.tsv	result/homeo_answer.tsv	344850	15936	269	PDBTrRosetta	16	4	62	328707	15874	207	0.0039	0.2305	0.9534	0.0077
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_4_2.tsv	result/homeo_answer.tsv	344850	7424	269	PDBTrRosetta	16	4	44	337201	7380	225	0.0059	0.1636	0.9779	0.0114
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_5_0.tsv	result/homeo_answer.tsv	344850	1705	269	PDBTrRosetta	16	4	24	342900	1681	245	0.0141	0.0892	0.9944	0.0243
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_5_1.tsv	result/homeo_answer.tsv	344850	2073	269	PDBTrRosetta	16	4	37	342545	2036	232	0.0178	0.1375	0.9934	0.0316
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_5_2.tsv	result/homeo_answer.tsv	344850	1143	269	PDBTrRosetta	16	4	37	343475	1106	232	0.0324	0.1375	0.9961	0.0524
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_7_0.tsv	result/homeo_answer.tsv	344850	353	269	PDBTrRosetta	16	4	2	344230	351	267	0.0057	0.0074	0.9982	0.0064
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_7_1.tsv	result/homeo_answer.tsv	344850	122	269	PDBTrRosetta	16	4	33	344492	89	236	0.2705	0.1227	0.9991	0.1688
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1a6ia1_7_2.tsv	result/homeo_answer.tsv	344850	1799	269	PDBTrRosetta	16	4	10	342792	1789	259	0.0056	0.0372	0.9941	0.0097
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_10_0.tsv	result/homeo_answer.tsv	344850	502	269	PDBTrRosetta	16	4	43	344122	459	226	0.0857	0.1599	0.9980	0.1115
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_10_1.tsv	result/homeo_answer.tsv	344850	1165	269	PDBTrRosetta	16	4	35	343451	1130	234	0.0300	0.1301	0.9960	0.0488
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_10_2.tsv	result/homeo_answer.tsv	344850	4894	269	PDBTrRosetta	16	4	44	339731	4850	225	0.0090	0.1636	0.9853	0.0170
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_3_0.tsv	result/homeo_answer.tsv	344850	0	269	PDBTrRosetta	16	4	0	344581	0	269	NaN	0.0000	0.9992	NaN
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_3_1.tsv	result/homeo_answer.tsv	344850	14	269	PDBTrRosetta	16	4	3	344570	11	266	0.2143	0.0112	0.9992	0.0212
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_3_2.tsv	result/homeo_answer.tsv	344850	32	269	PDBTrRosetta	16	4	1	344550	31	268	0.0312	0.0037	0.9991	0.0066
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_4_0.tsv	result/homeo_answer.tsv	344850	1003	269	PDBTrRosetta	16	4	21	343599	982	248	0.0209	0.0781	0.9964	0.0330
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_4_1.tsv	result/homeo_answer.tsv	344850	711	269	PDBTrRosetta	16	4	3	343873	708	266	0.0042	0.0112	0.9972	0.0061
scop_benchmark/ver2_08/pdbtr/merged	result/scope_homeo/homeo_result_d1bj0a3_4_2.tsv	result/homeo_answer.tsv	344850	7751	269	PDBTrRosetta	16	4	37	336867	7714	232	0.0048	0.1375	0.9770	0.0092
